episode,reward,reward_per_step,steps,rooms,charges,full_coverage,full_coverage_step,time_in_C,time_out_C,min_battery,hab1_visits,hab2_visits,hab3_visits,room_std,room_spread,recharge_battery_mean,recharge_battery_min,recharge_battery_max,recharge_battery_std,first_recharge_step,recharge_gap_mean,recharge_gap_min,recharge_gap_max,recharge_from_hab1,recharge_from_hab2,recharge_from_hab3,recharge_from_other,mean_action_elapsed_s,episode_elapsed_s
76,4.891999885439873,0.09783999770879745,50,2,11,0,,0.56,0.43999999999999995,100,11,0,11,5.185449600219727,11.0,100.0,100.0,100.0,0.0,1,4.7,2.0,16.0,7,0,3,1,0.0,0.0
77,4.587666716337203,0.09175333432674407,50,2,12,0,,0.56,0.43999999999999995,100,12,0,10,5.249338626861572,12.0,100.0,100.0,100.0,0.0,1,4.454545454545454,3.0,10.0,8,0,3,1,0.0,0.0
78,4.891999885439873,0.09783999770879745,50,2,13,0,,0.5,0.5,100,14,0,11,6.018490314483643,14.0,100.0,100.0,100.0,0.0,1,3.8333333333333335,2.0,11.0,9,0,3,1,0.0,0.0
79,4.891999885439873,0.09783999770879745,50,2,14,0,,0.48,0.52,100,13,0,13,6.12825870513916,13.0,100.0,100.0,100.0,0.0,1,3.769230769230769,2.0,11.0,11,0,2,1,0.0,0.0
80,4.587666716337203,0.09175333432674407,50,2,18,0,,0.56,0.43999999999999995,100,14,0,8,5.734883785247803,14.0,100.0,100.0,100.0,0.0,1,2.8823529411764706,2.0,8.0,12,0,5,1,0.0,0.0
81,4.587666716337203,0.09175333432674407,50,2,17,0,,0.5,0.5,100,15,0,10,6.236095905303955,15.0,100.0,100.0,100.0,0.0,1,2.9375,2.0,8.0,11,0,5,1,0.0,0.0
82,4.891999885439873,0.09783999770879745,50,2,12,0,,0.6,0.4,100,8,0,12,4.988876819610596,12.0,100.0,100.0,100.0,0.0,1,4.454545454545454,2.0,8.0,8,0,3,1,0.0,0.0
83,4.891999885439873,0.09783999770879745,50,2,15,0,,0.58,0.42000000000000004,100,10,0,11,4.966554641723633,11.0,100.0,100.0,100.0,0.0,1,3.5,2.0,9.0,10,0,4,1,0.0,0.0
84,4.456400984168052,0.08912801968336105,50,2,15,0,,0.54,0.45999999999999996,100,12,0,11,5.436502456665039,12.0,100.0,100.0,100.0,0.0,1,3.5,2.0,9.0,10,0,4,1,0.0,0.0
85,4.456400984168052,0.08912801968336105,50,2,15,0,,0.44,0.56,100,17,0,11,7.0395708084106445,17.0,100.0,100.0,100.0,0.0,1,3.5,2.0,8.0,11,0,3,1,0.0,0.0
86,4.743916567325591,0.09487833134651183,50,2,15,0,,0.5,0.5,100,13,0,12,5.906681537628174,13.0,100.0,100.0,100.0,0.0,1,3.4285714285714284,2.0,8.0,10,0,4,1,0.0,0.0
87,4.587666716337203,0.09175333432674407,50,2,18,0,,0.56,0.43999999999999995,100,13,0,9,5.436501979827881,13.0,100.0,100.0,100.0,0.0,1,2.823529411764706,2.0,9.0,12,0,5,1,0.0,0.0
88,4.587666716337203,0.09175333432674407,50,2,17,0,,0.52,0.48,100,14,0,10,5.887840747833252,14.0,100.0,100.0,100.0,0.0,1,3.0,2.0,11.0,12,0,4,1,0.0,0.0
89,4.743916567325591,0.09487833134651183,50,2,18,0,,0.52,0.48,100,14,0,10,5.887840747833252,14.0,100.0,100.0,100.0,0.0,1,2.8823529411764706,2.0,9.0,12,0,5,1,0.0,0.0
90,4.587666716337203,0.09175333432674407,50,2,14,0,,0.5,0.5,100,13,0,12,5.906681537628174,13.0,100.0,100.0,100.0,0.0,1,3.6153846153846154,2.0,11.0,10,0,3,1,0.0,0.0
91,4.743916567325591,0.09487833134651183,50,2,14,0,,0.5,0.5,100,14,0,11,6.018490314483643,14.0,100.0,100.0,100.0,0.0,1,3.769230769230769,2.0,11.0,10,0,3,1,0.0,0.0
92,4.587666716337203,0.09175333432674407,50,2,16,0,,0.5,0.5,100,16,0,9,6.548961162567139,16.0,100.0,100.0,100.0,0.0,1,3.2,2.0,9.0,11,0,4,1,0.0,0.0
93,4.587666716337203,0.09175333432674407,50,2,16,0,,0.5,0.5,100,15,0,10,6.236095905303955,15.0,100.0,100.0,100.0,0.0,1,3.2,2.0,9.0,10,0,5,1,0.0,0.0
94,4.456400984168052,0.08912801968336105,50,2,17,0,,0.5,0.5,100,16,0,9,6.548961162567139,16.0,100.0,100.0,100.0,0.0,1,3.0625,2.0,8.0,11,0,5,1,0.0,0.0
95,4.587666716337203,0.09175333432674407,50,2,16,0,,0.54,0.45999999999999996,100,12,0,11,5.436502456665039,12.0,100.0,100.0,100.0,0.0,1,3.2,2.0,8.0,11,0,4,1,0.0,0.0
96,4.587666716337203,0.09175333432674407,50,2,18,0,,0.58,0.42000000000000004,100,14,0,7,5.715476036071777,14.0,100.0,100.0,100.0,0.0,1,2.8823529411764706,2.0,9.0,12,0,5,1,0.0,0.0
97,4.743916567325591,0.09487833134651183,50,2,15,0,,0.46,0.54,100,16,0,11,6.68331241607666,16.0,100.0,100.0,100.0,0.0,1,3.4285714285714284,2.0,10.0,11,0,3,1,0.0,0.0
98,4.587666716337203,0.09175333432674407,50,2,17,0,,0.48,0.52,100,14,0,12,6.182412147521973,14.0,100.0,100.0,100.0,0.0,1,3.0625,2.0,10.0,13,0,3,1,0.0,0.0
99,4.587666716337203,0.09175333432674407,50,2,15,0,,0.52,0.48,100,12,0,12,5.656854152679443,12.0,100.0,100.0,100.0,0.0,1,3.5,2.0,8.0,11,0,3,1,0.0,0.0
100,4.587666716337203,0.09175333432674407,50,2,17,0,,0.5,0.5,100,14,0,11,6.018490314483643,14.0,100.0,100.0,100.0,0.0,1,3.0625,2.0,8.0,12,0,4,1,0.0,0.0
