episode,reward,reward_per_step,steps,rooms,charges,full_coverage,full_coverage_step,time_in_C,time_out_C,min_battery,hab1_visits,hab2_visits,hab3_visits,room_std,room_spread
100,16.200000000000003,0.32400000000000007,50,3,9,1,10,0.2,0.8,100.0,16,11,13,2.054804563522339,5.0
101,16.800000000000004,0.3360000000000001,50,3,11,1,6,0.26,0.74,100.0,15,10,12,2.054804563522339,5.0
102,16.200000000000003,0.32400000000000007,50,3,11,1,7,0.26,0.74,99.0,12,12,13,0.471404492855072,1.0
103,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.28,0.72,100.0,9,14,13,2.1602468490600586,5.0
104,10.349999999999984,0.20699999999999968,50,3,8,1,3,0.56,0.43999999999999995,26.0,10,3,9,3.0912060737609863,7.0
105,8.599999999999984,0.17199999999999968,50,3,7,1,3,0.58,0.42000000000000004,27.0,7,7,7,0.0,0.0
106,8.349999999999982,0.16699999999999965,50,3,6,1,3,0.6,0.4,25.0,7,7,6,0.4714045226573944,1.0
107,10.599999999999982,0.21199999999999963,50,3,7,1,3,0.6,0.4,25.0,10,6,4,2.494438409805298,6.0
108,16.800000000000004,0.3360000000000001,50,3,11,1,7,0.26,0.74,99.0,13,9,15,2.4944381713867188,6.0
109,16.800000000000004,0.3360000000000001,50,3,8,1,4,0.2,0.8,100.0,14,16,10,2.4944381713867188,6.0
110,16.200000000000003,0.32400000000000007,50,3,12,1,3,0.28,0.72,100.0,12,13,11,0.8164966106414795,2.0
111,8.199999999999983,0.16399999999999967,50,3,4,1,3,0.6,0.4,25.0,7,7,6,0.4714045226573944,1.0
112,16.200000000000003,0.32400000000000007,50,3,10,1,3,0.3,0.7,100.0,14,11,10,1.699673056602478,4.0
113,16.200000000000003,0.32400000000000007,50,3,9,1,7,0.24,0.76,100.0,14,15,9,2.624669313430786,6.0
114,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.32,0.6799999999999999,100.0,9,16,9,3.2998316287994385,7.0
115,16.200000000000003,0.32400000000000007,50,3,10,1,6,0.2,0.8,100.0,10,15,15,2.357022523880005,5.0
116,11.999999999999996,0.23999999999999994,50,3,8,1,3,0.46,0.54,32.0,8,9,10,0.8164966106414795,2.0
117,16.200000000000003,0.32400000000000007,50,3,11,1,3,0.34,0.6599999999999999,100.0,12,13,8,2.1602468490600586,5.0
118,16.200000000000003,0.32400000000000007,50,3,10,1,11,0.22,0.78,100.0,14,13,12,0.8164966106414795,2.0
119,16.200000000000003,0.32400000000000007,50,3,10,1,3,0.22,0.78,99.0,15,12,12,1.4142135381698608,3.0
120,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.26,0.74,100.0,10,16,11,2.624669313430786,6.0
121,10.199999999999987,0.20399999999999974,50,3,7,1,7,0.56,0.43999999999999995,27.0,6,7,9,1.2472190856933594,3.0
122,16.800000000000004,0.3360000000000001,50,3,10,1,6,0.24,0.76,100.0,13,13,12,0.471404492855072,1.0
123,16.200000000000003,0.32400000000000007,50,3,13,1,3,0.32,0.6799999999999999,100.0,10,11,13,1.247219204902649,3.0
124,16.200000000000003,0.32400000000000007,50,3,12,1,7,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
125,16.200000000000003,0.32400000000000007,50,3,11,1,6,0.24,0.76,100.0,13,12,13,0.471404492855072,1.0
126,16.800000000000004,0.3360000000000001,50,3,9,1,3,0.22,0.78,99.0,16,11,12,2.1602468490600586,5.0
127,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.26,0.74,100.0,11,14,12,1.2472190856933594,3.0
128,10.5,0.21,50,3,8,1,6,0.5,0.5,32.0,8,8,9,0.471404492855072,1.0
129,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.24,0.76,99.0,13,14,11,1.247219204902649,3.0
130,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.28,0.72,100.0,12,14,10,1.632993221282959,4.0
131,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.3,0.7,100.0,12,13,10,1.247219204902649,3.0
132,16.800000000000004,0.3360000000000001,50,3,9,1,3,0.18,0.8200000000000001,100.0,16,13,12,1.699673056602478,4.0
133,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.28,0.72,100.0,10,14,12,1.632993221282959,4.0
134,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.32,0.6799999999999999,100.0,13,12,9,1.699673056602478,4.0
135,16.800000000000004,0.3360000000000001,50,3,10,1,7,0.22,0.78,100.0,12,14,13,0.8164966106414795,2.0
136,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.3,0.7,100.0,10,15,10,2.357022523880005,5.0
137,16.200000000000003,0.32400000000000007,50,3,11,1,7,0.26,0.74,99.0,12,13,12,0.471404492855072,1.0
138,8.149999999999988,0.16299999999999976,50,3,7,1,4,0.58,0.42000000000000004,25.0,4,9,8,2.1602468490600586,5.0
139,16.200000000000003,0.32400000000000007,50,3,12,1,6,0.24,0.76,99.0,14,10,14,1.885617971420288,4.0
140,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.26,0.74,100.0,12,14,11,1.247219204902649,3.0
141,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.3,0.7,100.0,10,13,12,1.2472190856933594,3.0
142,16.200000000000003,0.32400000000000007,50,3,10,1,3,0.2,0.8,100.0,13,15,12,1.247219204902649,3.0
143,16.200000000000003,0.32400000000000007,50,3,13,1,3,0.28,0.72,100.0,11,10,15,2.1602468490600586,5.0
144,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.3,0.7,100.0,10,13,12,1.2472190856933594,3.0
145,16.200000000000003,0.32400000000000007,50,3,13,1,3,0.26,0.74,100.0,13,9,15,2.4944381713867188,6.0
146,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.22,0.78,100.0,12,15,12,1.4142135381698608,3.0
147,8.149999999999988,0.16299999999999976,50,3,7,1,8,0.62,0.38,26.0,7,6,6,0.4714045226573944,1.0
148,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.26,0.74,100.0,11,14,12,1.2472190856933594,3.0
149,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.22,0.78,99.0,12,14,13,0.8164966106414795,2.0
150,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.24,0.76,100.0,12,14,12,0.9428090453147888,2.0
151,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.28,0.72,100.0,13,11,12,0.8164966106414795,2.0
152,16.800000000000004,0.3360000000000001,50,3,11,1,7,0.26,0.74,99.0,10,16,11,2.624669313430786,6.0
153,16.200000000000003,0.32400000000000007,50,3,12,1,3,0.28,0.72,100.0,14,12,10,1.632993221282959,4.0
154,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.24,0.76,100.0,14,11,13,1.2472190856933594,3.0
155,16.800000000000004,0.3360000000000001,50,3,9,1,7,0.22,0.78,100.0,8,18,13,4.082482814788818,10.0
156,16.800000000000004,0.3360000000000001,50,3,9,1,3,0.2,0.8,100.0,15,13,12,1.247219204902649,3.0
157,16.200000000000003,0.32400000000000007,50,3,9,1,6,0.26,0.74,100.0,14,14,9,2.357022523880005,5.0
158,16.800000000000004,0.3360000000000001,50,3,9,1,3,0.2,0.8,100.0,13,14,13,0.471404492855072,1.0
159,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.24,0.76,100.0,12,15,11,1.699673056602478,4.0
160,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.26,0.74,100.0,10,14,13,1.699673056602478,4.0
161,16.800000000000004,0.3360000000000001,50,3,11,1,6,0.24,0.76,99.0,12,12,14,0.9428090453147888,2.0
162,16.800000000000004,0.3360000000000001,50,3,12,1,6,0.26,0.74,100.0,9,12,16,2.8674418926239014,7.0
163,16.200000000000003,0.32400000000000007,50,3,11,1,3,0.26,0.74,100.0,11,14,12,1.2472190856933594,3.0
164,16.800000000000004,0.3360000000000001,50,3,9,1,3,0.22,0.78,100.0,12,15,12,1.4142135381698608,3.0
165,16.800000000000004,0.3360000000000001,50,3,12,1,7,0.26,0.74,100.0,11,12,14,1.247219204902649,3.0
166,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.26,0.74,100.0,13,12,12,0.471404492855072,1.0
167,11.399999999999986,0.22799999999999973,50,3,9,1,3,0.5,0.5,31.0,8,9,8,0.471404492855072,1.0
168,16.800000000000004,0.3360000000000001,50,3,12,1,7,0.28,0.72,100.0,10,14,12,1.632993221282959,4.0
169,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.26,0.74,100.0,10,15,12,2.054804563522339,5.0
170,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.28,0.72,100.0,10,15,11,2.1602468490600586,5.0
171,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.22,0.78,100.0,12,14,13,0.8164966106414795,2.0
172,16.800000000000004,0.3360000000000001,50,3,9,1,3,0.2,0.8,100.0,14,15,11,1.699673056602478,4.0
173,16.200000000000003,0.32400000000000007,50,3,12,1,3,0.26,0.74,99.0,15,11,11,1.885617971420288,4.0
174,16.800000000000004,0.3360000000000001,50,3,11,1,6,0.22,0.78,99.0,11,13,15,1.632993221282959,4.0
175,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.26,0.74,100.0,11,14,12,1.2472190856933594,3.0
176,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.26,0.74,99.0,14,13,10,1.699673056602478,4.0
177,16.800000000000004,0.3360000000000001,50,3,10,1,7,0.2,0.8,100.0,13,14,13,0.471404492855072,1.0
178,16.800000000000004,0.3360000000000001,50,3,12,1,7,0.26,0.74,100.0,12,15,10,2.054804563522339,5.0
179,16.800000000000004,0.3360000000000001,50,3,11,1,6,0.22,0.78,100.0,10,14,15,2.1602468490600586,5.0
180,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.26,0.74,100.0,11,14,12,1.2472190856933594,3.0
181,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.28,0.72,100.0,12,14,10,1.632993221282959,4.0
182,16.800000000000004,0.3360000000000001,50,3,11,1,7,0.22,0.78,100.0,10,16,13,2.4494898319244385,6.0
183,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.24,0.76,100.0,13,14,11,1.247219204902649,3.0
184,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.22,0.78,100.0,16,12,11,2.1602468490600586,5.0
185,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.28,0.72,100.0,11,13,12,0.8164966106414795,2.0
186,11.949999999999989,0.23899999999999977,50,3,9,1,3,0.5,0.5,27.0,7,7,11,1.885617971420288,4.0
187,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.22,0.78,99.0,13,13,13,0.0,0.0
188,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.26,0.74,100.0,11,14,12,1.2472190856933594,3.0
189,16.800000000000004,0.3360000000000001,50,3,11,1,7,0.28,0.72,100.0,9,15,12,2.4494898319244385,6.0
190,16.200000000000003,0.32400000000000007,50,3,13,1,7,0.28,0.72,100.0,11,14,11,1.4142135381698608,3.0
191,16.800000000000004,0.3360000000000001,50,3,12,1,7,0.26,0.74,100.0,10,14,13,1.699673056602478,4.0
192,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.22,0.78,100.0,11,16,12,2.1602468490600586,5.0
193,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.24,0.76,100.0,12,13,13,0.471404492855072,1.0
194,16.800000000000004,0.3360000000000001,50,3,9,1,3,0.18,0.8200000000000001,100.0,12,16,13,1.699673056602478,4.0
195,16.800000000000004,0.3360000000000001,50,3,10,1,7,0.22,0.78,100.0,11,16,12,2.1602468490600586,5.0
196,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.3,0.7,100.0,10,14,11,1.699673056602478,4.0
197,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.28,0.72,100.0,12,13,11,0.8164966106414795,2.0
198,16.200000000000003,0.32400000000000007,50,3,11,1,3,0.24,0.76,99.0,12,13,13,0.471404492855072,1.0
199,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.26,0.74,100.0,11,14,12,1.2472190856933594,3.0
200,16.800000000000004,0.3360000000000001,50,3,11,1,6,0.24,0.76,100.0,13,12,13,0.471404492855072,1.0
201,10.349999999999985,0.2069999999999997,50,3,8,1,3,0.5,0.5,25.0,7,9,9,0.9428090453147888,2.0
202,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.26,0.74,99.0,13,12,12,0.471404492855072,1.0
203,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.2,0.8,100.0,10,17,13,2.8674418926239014,7.0
204,16.200000000000003,0.32400000000000007,50,3,12,1,3,0.26,0.74,100.0,15,11,11,1.885617971420288,4.0
205,8.449999999999985,0.1689999999999997,50,3,7,1,3,0.6,0.4,23.0,8,6,6,0.942808985710144,2.0
206,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.26,0.74,100.0,12,13,12,0.471404492855072,1.0
207,16.800000000000004,0.3360000000000001,50,3,11,1,6,0.24,0.76,100.0,10,15,13,2.054804563522339,5.0
208,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.26,0.74,100.0,9,17,11,3.399346351623535,8.0
209,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.2,0.8,100.0,13,13,14,0.471404492855072,1.0
210,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.24,0.76,99.0,12,15,11,1.699673056602478,4.0
211,16.800000000000004,0.3360000000000001,50,3,11,1,10,0.22,0.78,100.0,14,8,17,3.7416574954986572,9.0
212,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.2,0.8,99.0,12,13,15,1.247219204902649,3.0
213,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.24,0.76,99.0,10,13,15,2.054804563522339,5.0
214,16.800000000000004,0.3360000000000001,50,3,12,1,6,0.24,0.76,100.0,9,15,14,2.624669313430786,6.0
215,9.74999999999999,0.19499999999999978,50,3,6,1,3,0.6,0.4,27.0,7,8,5,1.2472190856933594,3.0
216,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.22,0.78,98.0,13,13,13,0.0,0.0
217,16.200000000000003,0.32400000000000007,50,3,9,1,3,0.18,0.8200000000000001,100.0,16,12,13,1.699673056602478,4.0
218,16.800000000000004,0.3360000000000001,50,3,12,1,7,0.32,0.6799999999999999,100.0,14,10,10,1.885617971420288,4.0
219,16.800000000000004,0.3360000000000001,50,3,12,1,7,0.3,0.7,100.0,11,13,11,0.9428090453147888,2.0
220,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.22,0.78,100.0,14,13,12,0.8164966106414795,2.0
221,16.800000000000004,0.3360000000000001,50,3,10,1,3,0.22,0.78,99.0,13,14,12,0.8164966106414795,2.0
222,16.800000000000004,0.3360000000000001,50,3,12,1,11,0.24,0.76,100.0,12,13,13,0.471404492855072,1.0
223,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.22,0.78,99.0,11,15,13,1.632993221282959,4.0
224,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.24,0.76,99.0,11,16,11,2.357022523880005,5.0
225,16.800000000000004,0.3360000000000001,50,3,11,1,3,0.24,0.76,100.0,11,16,11,2.357022523880005,5.0
226,10.099999999999994,0.20199999999999987,50,3,7,1,3,0.48,0.52,29.0,8,10,8,0.9428090453147888,2.0
227,16.800000000000004,0.3360000000000001,50,3,12,1,7,0.24,0.76,100.0,9,16,13,2.8674418926239014,7.0
228,16.800000000000004,0.3360000000000001,50,3,11,1,4,0.26,0.74,98.0,12,15,10,2.054804563522339,5.0
229,16.200000000000003,0.32400000000000007,50,3,12,1,7,0.26,0.74,100.0,15,10,12,2.054804563522339,5.0
230,16.800000000000004,0.3360000000000001,50,3,12,1,3,0.26,0.74,100.0,12,14,11,1.247219204902649,3.0
231,16.200000000000003,0.32400000000000007,50,3,12,1,3,0.28,0.72,100.0,10,15,11,2.1602468490600586,5.0
