episode,reward,reward_per_step,steps,rooms,charges,full_coverage,full_coverage_step,time_in_C,time_out_C,min_battery,hab1_visits,hab2_visits,hab3_visits,room_std,room_spread
241,18.8,0.376,50,3,13,1,6,0.26,0.74,100.0,12,10,15,2.054804563522339,5.0
242,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,84.0,12,12,14,0.9428090453147888,2.0
243,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,13,12,0.8164966106414795,2.0
244,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,100.0,14,13,12,0.8164966106414795,2.0
245,18.8,0.376,50,3,12,1,3,0.24,0.76,100.0,12,12,14,0.9428090453147888,2.0
246,18.8,0.376,50,3,12,1,3,0.24,0.76,95.0,12,13,13,0.471404492855072,1.0
247,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,83.0,13,11,14,1.247219204902649,3.0
248,19.000000000000004,0.38000000000000006,50,3,12,1,3,0.26,0.74,62.0,12,12,13,0.471404492855072,1.0
249,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,13,12,0.8164966106414795,2.0
250,20.2,0.40399999999999997,50,3,12,1,3,0.26,0.74,94.0,13,12,12,0.471404492855072,1.0
251,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,12,13,0.8164966106414795,2.0
252,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
253,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,83.0,13,12,13,0.471404492855072,1.0
254,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.24,0.76,85.0,13,15,10,2.054804563522339,5.0
255,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
256,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,11,12,12,0.471404492855072,1.0
257,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,13,12,0.8164966106414795,2.0
258,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,83.0,12,12,14,0.9428090453147888,2.0
259,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
260,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
261,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
262,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,83.0,13,13,11,0.9428090453147888,2.0
263,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,11,15,1.885617971420288,4.0
264,20.2,0.40399999999999997,50,3,12,1,3,0.24,0.76,94.0,11,15,12,1.699673056602478,4.0
265,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
266,18.8,0.376,50,3,13,1,6,0.28,0.72,100.0,12,10,14,1.632993221282959,4.0
267,18.799999999999997,0.37599999999999995,50,3,9,1,3,0.26,0.74,83.0,15,11,11,1.885617971420288,4.0
268,19.299999999999997,0.38599999999999995,50,3,12,1,3,0.36,0.64,29.0,10,15,7,3.2998316287994385,8.0
269,17.349999999999994,0.34699999999999986,50,3,8,1,3,0.28,0.72,31.0,11,13,12,0.8164966106414795,2.0
270,19.0,0.38,50,3,9,1,8,0.22,0.78,33.0,16,10,13,2.4494898319244385,6.0
271,18.799999999999997,0.37599999999999995,50,3,12,1,13,0.24,0.76,90.0,11,13,14,1.247219204902649,3.0
272,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.26,0.74,85.0,13,14,10,1.699673056602478,4.0
273,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,12,12,11,0.471404492855072,1.0
274,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,12,13,0.8164966106414795,2.0
275,20.200000000000003,0.4040000000000001,50,3,12,1,3,0.28,0.72,52.0,11,15,10,2.1602468490600586,5.0
276,18.8,0.376,50,3,13,1,9,0.26,0.74,100.0,11,12,14,1.247219204902649,3.0
277,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,92.0,13,12,12,0.471404492855072,1.0
278,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
279,18.8,0.376,50,3,13,1,9,0.26,0.74,100.0,9,12,16,2.8674418926239014,7.0
280,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,12,13,0.8164966106414795,2.0
281,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
282,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
283,18.8,0.376,50,3,12,1,3,0.24,0.76,100.0,13,11,14,1.247219204902649,3.0
284,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
285,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,83.0,12,13,12,0.471404492855072,1.0
286,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
287,18.8,0.376,50,3,13,1,9,0.26,0.74,100.0,11,13,13,0.9428090453147888,2.0
288,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,82.0,13,12,12,0.471404492855072,1.0
289,20.400000000000002,0.40800000000000003,50,3,12,1,3,0.24,0.76,51.0,12,13,13,0.471404492855072,1.0
290,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,81.0,12,12,14,0.9428090453147888,2.0
291,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
292,18.799999999999997,0.37599999999999995,50,3,11,1,7,0.22,0.78,82.0,13,13,13,0.0,0.0
293,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,12,14,12,0.9428090453147888,2.0
294,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.28,0.72,83.0,12,12,12,0.0,0.0
295,20.2,0.40399999999999997,50,3,12,1,3,0.28,0.72,95.0,12,14,10,1.632993221282959,4.0
296,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
297,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
298,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,11,11,13,0.9428090453147888,2.0
299,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,13,13,12,0.471404492855072,1.0
300,18.799999999999997,0.37599999999999995,50,3,12,1,6,0.26,0.74,83.0,13,11,13,0.9428090453147888,2.0
301,18.799999999999997,0.37599999999999995,50,3,12,1,9,0.24,0.76,82.0,11,14,13,1.2472190856933594,3.0
302,19.299999999999997,0.38599999999999995,50,3,12,1,3,0.24,0.76,29.0,13,12,13,0.471404492855072,1.0
303,20.2,0.40399999999999997,50,3,12,1,3,0.24,0.76,74.0,13,12,13,0.471404492855072,1.0
304,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
305,20.199999999999996,0.4039999999999999,50,3,11,1,3,0.22,0.78,66.0,13,14,12,0.8164966106414795,2.0
306,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
307,18.8,0.376,50,3,13,1,9,0.28,0.72,100.0,11,12,13,0.8164966106414795,2.0
308,18.8,0.376,50,3,12,1,3,0.24,0.76,100.0,12,13,13,0.471404492855072,1.0
309,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
310,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,12,14,1.247219204902649,3.0
311,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,90.0,13,11,13,0.9428090453147888,2.0
312,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
313,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
314,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,13,13,12,0.471404492855072,1.0
315,18.8,0.376,50,3,11,1,3,0.22,0.78,100.0,13,14,12,0.8164966106414795,2.0
316,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,12,12,11,0.471404492855072,1.0
317,18.45,0.369,50,3,12,1,9,0.28,0.72,31.0,9,15,12,2.4494898319244385,6.0
318,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
319,18.8,0.376,50,3,13,1,3,0.32,0.6799999999999999,100.0,11,12,11,0.471404492855072,1.0
320,18.8,0.376,50,3,13,1,9,0.26,0.74,100.0,11,13,13,0.9428090453147888,2.0
321,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
322,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.28,0.72,83.0,13,13,10,1.4142135381698608,3.0
323,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.26,0.74,83.0,13,14,10,1.699673056602478,4.0
324,18.8,0.376,50,3,12,1,3,0.26,0.74,100.0,13,13,11,0.9428090453147888,2.0
325,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
326,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,82.0,13,14,12,0.8164966106414795,2.0
327,18.8,0.376,50,3,13,1,6,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
328,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,83.0,13,13,12,0.471404492855072,1.0
329,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,13,12,0.8164966106414795,2.0
330,20.400000000000002,0.40800000000000003,50,3,12,1,3,0.28,0.72,52.0,11,15,10,2.1602468490600586,5.0
331,20.2,0.40399999999999997,50,3,12,1,3,0.24,0.76,73.0,12,14,12,0.9428090453147888,2.0
332,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
333,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,82.0,12,14,11,1.247219204902649,3.0
334,19.0,0.38,50,3,12,1,3,0.24,0.76,43.0,11,15,12,1.699673056602478,4.0
335,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,12,13,13,0.471404492855072,1.0
336,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,11,12,12,0.471404492855072,1.0
337,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,13,12,0.8164966106414795,2.0
338,18.8,0.376,50,3,12,1,3,0.26,0.74,100.0,13,13,11,0.9428090453147888,2.0
339,18.8,0.376,50,3,12,1,9,0.26,0.74,100.0,12,13,12,0.471404492855072,1.0
340,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
341,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,82.0,14,13,12,0.8164966106414795,2.0
342,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,12,13,0.8164966106414795,2.0
343,18.799999999999997,0.37599999999999995,50,3,12,1,6,0.24,0.76,84.0,13,11,14,1.247219204902649,3.0
344,19.000000000000004,0.38000000000000006,50,3,12,1,3,0.26,0.74,65.0,13,12,12,0.471404492855072,1.0
345,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
346,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,83.0,13,13,12,0.471404492855072,1.0
347,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
348,20.2,0.40399999999999997,50,3,12,1,6,0.24,0.76,94.0,12,11,15,1.699673056602478,4.0
349,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.28,0.72,84.0,13,12,11,0.8164966106414795,2.0
350,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,83.0,13,14,12,0.8164966106414795,2.0
351,18.8,0.376,50,3,13,1,6,0.28,0.72,100.0,11,10,15,2.1602468490600586,5.0
352,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
353,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,85.0,12,12,13,0.471404492855072,1.0
354,20.400000000000002,0.40800000000000003,50,3,12,1,3,0.24,0.76,52.0,12,13,13,0.471404492855072,1.0
355,18.8,0.376,50,3,13,1,6,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
356,18.8,0.376,50,3,12,1,3,0.24,0.76,100.0,13,11,14,1.247219204902649,3.0
357,20.2,0.40399999999999997,50,3,12,1,3,0.24,0.76,95.0,12,12,14,0.9428090453147888,2.0
358,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,10,15,2.1602468490600586,5.0
359,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,12,12,11,0.471404492855072,1.0
360,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
361,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,11,15,1.885617971420288,4.0
362,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,13,13,0.9428090453147888,2.0
363,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
364,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.28,0.72,83.0,12,13,11,0.8164966106414795,2.0
365,18.8,0.376,50,3,13,1,6,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
366,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
367,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
368,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,83.0,13,13,12,0.471404492855072,1.0
369,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.24,0.76,82.0,14,13,11,1.247219204902649,3.0
370,18.8,0.376,50,3,13,1,9,0.26,0.74,100.0,10,14,13,1.699673056602478,4.0
371,18.8,0.376,50,3,13,1,6,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
372,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
373,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,83.0,13,12,13,0.471404492855072,1.0
374,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,83.0,13,11,13,0.9428090453147888,2.0
375,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
376,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,12,14,12,0.9428090453147888,2.0
377,20.199999999999996,0.4039999999999999,50,3,11,1,3,0.22,0.78,67.0,12,15,12,1.4142135381698608,3.0
378,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,13,13,12,0.471404492855072,1.0
379,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,12,13,0.8164966106414795,2.0
380,20.200000000000003,0.4040000000000001,50,3,11,1,3,0.24,0.76,54.0,12,15,11,1.699673056602478,4.0
381,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
382,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
383,18.8,0.376,50,3,12,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
384,20.2,0.40399999999999997,50,3,12,1,3,0.28,0.72,74.0,11,14,11,1.4142135381698608,3.0
385,18.8,0.376,50,3,12,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
386,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,91.0,14,12,13,0.8164966106414795,2.0
387,18.8,0.376,50,3,12,1,3,0.26,0.74,51.0,13,12,12,0.471404492855072,1.0
388,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,82.0,13,13,11,0.9428090453147888,2.0
389,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
390,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
391,18.799999999999997,0.37599999999999995,50,3,11,1,6,0.24,0.76,93.0,14,10,14,1.885617971420288,4.0
392,18.8,0.376,50,3,13,1,3,0.32,0.6799999999999999,100.0,12,12,10,0.9428090453147888,2.0
393,18.8,0.376,50,3,13,1,6,0.26,0.74,100.0,12,9,16,2.8674418926239014,7.0
394,19.0,0.38,50,3,12,1,3,0.26,0.74,71.0,12,12,13,0.471404492855072,1.0
395,18.8,0.376,50,3,13,1,6,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
396,18.8,0.376,50,3,13,1,9,0.26,0.74,100.0,11,13,13,0.9428090453147888,2.0
397,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,10,13,14,1.699673056602478,4.0
398,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,13,12,0.8164966106414795,2.0
399,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,90.0,13,12,12,0.471404492855072,1.0
400,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
401,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,13,13,12,0.471404492855072,1.0
402,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,91.0,13,11,13,0.9428090453147888,2.0
403,18.8,0.376,50,3,12,1,3,0.24,0.76,100.0,12,12,14,0.9428090453147888,2.0
404,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,83.0,13,13,12,0.471404492855072,1.0
405,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,13,12,0.8164966106414795,2.0
406,18.799999999999997,0.37599999999999995,50,3,10,1,4,0.22,0.78,92.0,15,12,12,1.4142135381698608,3.0
407,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,82.0,13,12,12,0.471404492855072,1.0
408,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
409,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
410,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,82.0,13,13,11,0.9428090453147888,2.0
411,18.8,0.376,50,3,13,1,9,0.32,0.6799999999999999,100.0,11,13,10,1.247219204902649,3.0
412,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,10,14,12,1.632993221282959,4.0
413,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
414,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,11,13,0.8164966106414795,2.0
415,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
416,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
417,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
418,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,82.0,12,11,14,1.247219204902649,3.0
419,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,82.0,13,14,12,0.8164966106414795,2.0
420,20.199999999999996,0.4039999999999999,50,3,11,1,3,0.22,0.78,66.0,12,13,14,0.8164966106414795,2.0
421,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,12,14,12,0.9428090453147888,2.0
422,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
423,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
424,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.28,0.72,83.0,12,14,10,1.632993221282959,4.0
425,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
426,18.6,0.37200000000000005,50,3,12,1,3,0.3,0.7,69.0,12,13,10,1.247219204902649,3.0
427,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
428,18.8,0.376,50,3,12,1,3,0.24,0.76,100.0,13,13,12,0.471404492855072,1.0
429,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,9,15,2.4494898319244385,6.0
430,18.8,0.376,50,3,12,1,6,0.26,0.74,100.0,11,11,15,1.885617971420288,4.0
431,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,11,13,11,0.9428090453147888,2.0
432,18.45,0.369,50,3,12,1,3,0.3,0.7,37.0,12,12,11,0.471404492855072,1.0
433,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,92.0,13,12,12,0.471404492855072,1.0
434,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
435,18.799999999999997,0.37599999999999995,50,3,11,1,7,0.24,0.76,84.0,13,12,13,0.471404492855072,1.0
436,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,83.0,11,14,12,1.2472190856933594,3.0
437,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,83.0,12,14,11,1.247219204902649,3.0
438,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,13,13,0.9428090453147888,2.0
439,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,91.0,13,12,12,0.471404492855072,1.0
440,18.799999999999997,0.37599999999999995,50,3,11,1,9,0.22,0.78,83.0,11,16,12,2.1602468490600586,5.0
441,19.299999999999997,0.38599999999999995,50,3,12,1,3,0.24,0.76,29.0,14,11,13,1.2472190856933594,3.0
442,18.8,0.376,50,3,12,1,3,0.24,0.76,100.0,12,12,14,0.9428090453147888,2.0
443,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,10,14,1.632993221282959,4.0
444,20.2,0.40399999999999997,50,3,11,1,6,0.24,0.76,95.0,11,15,12,1.699673056602478,4.0
445,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
446,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,78.0,14,13,12,0.8164966106414795,2.0
447,18.799999999999997,0.37599999999999995,50,3,12,1,6,0.26,0.74,91.0,13,11,13,0.9428090453147888,2.0
448,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,83.0,12,12,13,0.471404492855072,1.0
449,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
450,18.799999999999997,0.37599999999999995,50,3,12,1,6,0.26,0.74,82.0,11,13,13,0.9428090453147888,2.0
451,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.3,0.7,84.0,12,12,11,0.471404492855072,1.0
452,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
453,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,10,12,14,1.632993221282959,4.0
454,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,9,17,3.399346113204956,8.0
455,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,84.0,14,12,13,0.8164966106414795,2.0
456,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,91.0,13,11,14,1.247219204902649,3.0
457,18.8,0.376,50,3,13,1,9,0.28,0.72,100.0,11,12,13,0.8164966106414795,2.0
458,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.22,0.78,82.0,14,12,13,0.8164966106414795,2.0
459,19.0,0.38,50,3,11,1,3,0.22,0.78,70.0,11,13,15,1.632993221282959,4.0
460,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,12,12,0.0,0.0
461,18.799999999999997,0.37599999999999995,50,3,11,1,3,0.24,0.76,83.0,14,12,12,0.9428090453147888,2.0
462,20.2,0.40399999999999997,50,3,12,1,6,0.24,0.76,74.0,11,11,16,2.357022523880005,5.0
463,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,10,13,14,1.699673056602478,4.0
464,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,11,11,13,0.9428090453147888,2.0
465,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,12,14,1.247219204902649,3.0
466,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,10,13,13,1.4142135381698608,3.0
467,18.8,0.376,50,3,12,1,3,0.26,0.74,72.0,13,13,11,0.9428090453147888,2.0
468,20.2,0.40399999999999997,50,3,12,1,3,0.26,0.74,95.0,9,14,14,2.357022523880005,5.0
469,18.8,0.376,50,3,13,1,9,0.28,0.72,100.0,10,14,12,1.632993221282959,4.0
470,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,90.0,13,12,12,0.471404492855072,1.0
471,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,11,12,13,0.8164966106414795,2.0
472,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
473,18.8,0.376,50,3,12,1,7,0.24,0.76,100.0,13,10,15,2.054804563522339,5.0
474,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,10,12,14,1.632993221282959,4.0
475,20.199999999999996,0.4039999999999999,50,3,11,1,3,0.24,0.76,67.0,13,14,11,1.247219204902649,3.0
476,20.200000000000003,0.4040000000000001,50,3,12,1,3,0.26,0.74,54.0,11,13,13,0.9428090453147888,2.0
477,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,13,12,13,0.471404492855072,1.0
478,18.249999999999996,0.36499999999999994,50,3,12,1,3,0.26,0.74,38.0,12,12,13,0.471404492855072,1.0
479,18.8,0.376,50,3,13,1,6,0.26,0.74,100.0,11,10,16,2.624669313430786,6.0
480,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,13,10,13,1.4142135381698608,3.0
481,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,9,15,2.4494898319244385,6.0
482,18.799999999999997,0.37599999999999995,50,3,10,1,3,0.22,0.78,100.0,14,13,12,0.8164966106414795,2.0
483,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,83.0,13,13,11,0.9428090453147888,2.0
484,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,10,16,2.624669313430786,6.0
485,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.28,0.72,82.0,11,13,12,0.8164966106414795,2.0
486,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,12,13,0.471404492855072,1.0
487,18.8,0.376,50,3,12,1,3,0.32,0.6799999999999999,100.0,11,13,10,1.247219204902649,3.0
488,19.0,0.38,50,3,12,1,3,0.26,0.74,63.0,12,14,11,1.247219204902649,3.0
489,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,11,10,16,2.624669313430786,6.0
490,20.2,0.40399999999999997,50,3,11,1,3,0.24,0.76,94.0,9,16,13,2.8674418926239014,7.0
491,18.8,0.376,50,3,13,1,3,0.26,0.74,100.0,12,11,14,1.247219204902649,3.0
492,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,82.0,13,13,11,0.9428090453147888,2.0
493,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.24,0.76,82.0,13,12,13,0.471404492855072,1.0
494,18.8,0.376,50,3,13,1,3,0.32,0.6799999999999999,100.0,12,11,11,0.471404492855072,1.0
495,18.8,0.376,50,3,13,1,3,0.3,0.7,100.0,11,12,12,0.471404492855072,1.0
496,18.799999999999997,0.37599999999999995,50,3,12,1,3,0.26,0.74,83.0,13,12,12,0.471404492855072,1.0
497,20.2,0.40399999999999997,50,3,11,1,3,0.24,0.76,94.0,13,13,12,0.471404492855072,1.0
498,18.8,0.376,50,3,13,1,3,0.28,0.72,100.0,12,10,14,1.632993221282959,4.0
