episode,reward,reward_per_step,steps,rooms,charges,full_coverage,full_coverage_step,time_in_C,time_out_C,min_battery,hab1_visits,hab2_visits,hab3_visits,room_std,room_spread
77,17.899999999999995,0.3579999999999999,50,3,10,1,17,0.34,0.6599999999999999,27.0,11,11,11,0.0,0.0
78,16.999999999999993,0.33999999999999986,50,3,13,1,17,0.42,0.5800000000000001,33.0,7,10,12,2.054804563522339,5.0
79,20.2,0.40399999999999997,50,3,10,1,17,0.2,0.8,77.0,13,15,12,1.247219204902649,3.0
80,16.749999999999996,0.3349999999999999,50,3,10,1,16,0.26,0.74,35.0,11,12,14,1.247219204902649,3.0
81,19.6,0.392,50,3,9,1,16,0.2,0.8,43.0,9,16,15,3.0912060737609863,7.0
82,16.849999999999994,0.3369999999999999,50,3,9,1,17,0.28,0.72,32.0,9,15,12,2.4494898319244385,6.0
83,19.400000000000002,0.38800000000000007,50,3,10,1,17,0.22,0.78,42.0,14,13,12,0.8164966106414795,2.0
84,16.699999999999996,0.3339999999999999,50,3,11,1,18,0.34,0.6599999999999999,33.0,8,9,16,3.5590262413024902,8.0
85,20.2,0.40399999999999997,50,3,10,1,17,0.24,0.76,98.0,15,11,12,1.699673056602478,4.0
86,20.2,0.40399999999999997,50,3,8,1,23,0.2,0.8,76.0,15,12,13,1.2472190856933594,3.0
87,16.799999999999994,0.33599999999999985,50,3,7,1,16,0.28,0.72,27.0,10,14,12,1.632993221282959,4.0
88,20.2,0.40399999999999997,50,3,12,1,17,0.34,0.6599999999999999,73.0,11,10,12,0.8164966106414795,2.0
89,18.2,0.364,50,3,8,1,19,0.24,0.76,100.0,14,13,11,1.247219204902649,3.0
90,20.2,0.40399999999999997,50,3,10,1,22,0.24,0.76,99.0,15,9,14,2.624669313430786,6.0
91,18.7,0.374,50,3,10,1,17,0.24,0.76,32.0,12,11,15,1.699673056602478,4.0
92,16.699999999999996,0.3339999999999999,50,3,9,1,17,0.34,0.6599999999999999,30.0,4,14,15,4.966554641723633,11.0
93,16.699999999999996,0.3339999999999999,50,3,8,1,17,0.3,0.7,33.0,9,14,12,2.054804563522339,5.0
94,18.7,0.374,50,3,9,1,16,0.24,0.76,33.0,13,11,14,1.247219204902649,3.0
95,16.699999999999996,0.3339999999999999,50,3,9,1,16,0.3,0.7,32.0,11,11,13,0.9428090453147888,2.0
96,16.899999999999995,0.3379999999999999,50,3,9,1,16,0.32,0.6799999999999999,27.0,8,11,15,2.8674418926239014,7.0
97,18.099999999999994,0.3619999999999999,50,3,11,1,18,0.34,0.6599999999999999,38.0,11,9,13,1.632993221282959,4.0
98,17.749999999999996,0.3549999999999999,50,3,11,1,17,0.38,0.62,31.0,10,11,10,0.471404492855072,1.0
99,18.049999999999994,0.3609999999999999,50,3,11,1,16,0.34,0.6599999999999999,27.0,14,9,10,2.1602468490600586,5.0
100,16.849999999999994,0.3369999999999999,50,3,10,1,16,0.3,0.7,30.0,8,13,14,2.624669313430786,6.0
101,17.899999999999995,0.3579999999999999,50,3,10,1,22,0.28,0.72,28.0,11,11,14,1.4142135381698608,3.0
102,19.849999999999998,0.39699999999999996,50,3,10,1,17,0.3,0.7,36.0,12,10,13,1.247219204902649,3.0
103,17.749999999999996,0.3549999999999999,50,3,11,1,17,0.32,0.6799999999999999,34.0,10,12,12,0.9428090453147888,2.0
104,17.999999999999993,0.3599999999999999,50,3,8,1,18,0.28,0.72,33.0,12,11,13,0.8164966106414795,2.0
105,18.049999999999994,0.3609999999999999,50,3,10,1,17,0.32,0.6799999999999999,27.0,10,11,13,1.247219204902649,3.0
106,19.6,0.392,50,3,9,1,17,0.22,0.78,47.0,10,15,14,2.1602468490600586,5.0
107,17.899999999999995,0.3579999999999999,50,3,9,1,19,0.24,0.76,35.0,10,14,14,1.885617971420288,4.0
108,17.899999999999995,0.3579999999999999,50,3,11,1,17,0.36,0.64,34.0,12,11,9,1.247219204902649,3.0
109,16.849999999999994,0.3369999999999999,50,3,10,1,16,0.3,0.7,28.0,12,10,13,1.247219204902649,3.0
110,20.2,0.40399999999999997,50,3,12,1,17,0.3,0.7,74.0,14,9,12,2.054804563522339,5.0
111,16.849999999999994,0.3369999999999999,50,3,11,1,18,0.4,0.6,28.0,5,12,13,3.5590262413024902,8.0
112,18.049999999999994,0.3609999999999999,50,3,12,1,22,0.38,0.62,27.0,14,7,10,2.8674418926239014,7.0
113,16.799999999999994,0.33599999999999985,50,3,10,1,19,0.38,0.62,27.0,12,9,10,1.2472190856933594,3.0
114,18.400000000000002,0.36800000000000005,50,3,10,1,19,0.26,0.74,47.0,12,11,14,1.247219204902649,3.0
115,16.849999999999994,0.3369999999999999,50,3,11,1,18,0.36,0.64,34.0,9,11,12,1.247219204902649,3.0
116,17.849999999999994,0.3569999999999999,50,3,9,1,18,0.32,0.6799999999999999,34.0,12,10,12,0.9428090453147888,2.0
117,17.849999999999994,0.3569999999999999,50,3,12,1,17,0.42,0.5800000000000001,33.0,11,9,9,0.9428090453147888,2.0
118,20.2,0.40399999999999997,50,3,12,1,17,0.32,0.6799999999999999,73.0,9,13,12,1.699673056602478,4.0
119,17.899999999999995,0.3579999999999999,50,3,10,1,17,0.32,0.6799999999999999,29.0,12,11,11,0.471404492855072,1.0
120,20.2,0.40399999999999997,50,3,9,1,17,0.24,0.76,98.0,15,12,11,1.699673056602478,4.0
121,16.849999999999994,0.3369999999999999,50,3,12,1,17,0.38,0.62,28.0,10,10,11,0.471404492855072,1.0
122,18.6,0.37200000000000005,50,3,11,1,17,0.3,0.7,51.0,10,14,11,1.699673056602478,4.0
123,16.849999999999994,0.3369999999999999,50,3,11,1,17,0.36,0.64,29.0,10,9,13,1.699673056602478,4.0
124,20.2,0.40399999999999997,50,3,9,1,18,0.22,0.78,72.0,12,14,13,0.8164966106414795,2.0
125,17.699999999999996,0.3539999999999999,50,3,10,1,16,0.32,0.6799999999999999,30.0,12,12,10,0.9428090453147888,2.0
126,20.2,0.40399999999999997,50,3,10,1,19,0.22,0.78,73.0,14,12,13,0.8164966106414795,2.0
127,20.2,0.40399999999999997,50,3,11,1,17,0.24,0.76,73.0,13,12,13,0.471404492855072,1.0
128,16.699999999999996,0.3339999999999999,50,3,10,1,17,0.3,0.7,33.0,8,11,16,3.2998316287994385,8.0
129,17.849999999999994,0.3569999999999999,50,3,10,1,16,0.3,0.7,33.0,12,11,12,0.471404492855072,1.0
130,16.999999999999993,0.33999999999999986,50,3,11,1,16,0.32,0.6799999999999999,32.0,10,11,13,1.247219204902649,3.0
131,16.699999999999996,0.3339999999999999,50,3,12,1,17,0.3,0.7,34.0,9,12,14,2.054804563522339,5.0
132,16.999999999999993,0.33999999999999986,50,3,12,1,17,0.34,0.6599999999999999,29.0,11,10,12,0.8164966106414795,2.0
133,18.049999999999994,0.3609999999999999,50,3,13,1,17,0.3,0.7,27.0,11,11,13,0.9428090453147888,2.0
134,20.2,0.40399999999999997,50,3,9,1,17,0.18,0.8200000000000001,100.0,15,14,12,1.247219204902649,3.0
135,17.899999999999995,0.3579999999999999,50,3,10,1,18,0.36,0.64,35.0,9,11,12,1.247219204902649,3.0
136,17.749999999999996,0.3549999999999999,50,3,12,1,17,0.36,0.64,32.0,11,10,11,0.471404492855072,1.0
137,16.849999999999994,0.3369999999999999,50,3,11,1,17,0.38,0.62,31.0,11,8,12,1.699673056602478,4.0
138,16.849999999999994,0.3369999999999999,50,3,11,1,16,0.32,0.6799999999999999,29.0,10,11,13,1.247219204902649,3.0
139,18.999999999999996,0.37999999999999995,50,3,11,1,17,0.3,0.7,33.0,12,9,14,2.054804563522339,5.0
140,16.849999999999994,0.3369999999999999,50,3,10,1,17,0.32,0.6799999999999999,28.0,9,14,11,2.054804563522339,5.0
141,16.999999999999993,0.33999999999999986,50,3,11,1,17,0.34,0.6599999999999999,29.0,10,11,12,0.8164966106414795,2.0
142,17.899999999999995,0.3579999999999999,50,3,10,1,16,0.3,0.7,27.0,11,12,12,0.471404492855072,1.0
143,20.2,0.40399999999999997,50,3,12,1,17,0.26,0.74,73.0,14,11,12,1.2472190856933594,3.0
144,18.099999999999994,0.3619999999999999,50,3,12,1,17,0.28,0.72,38.0,13,9,14,2.1602468490600586,5.0
145,16.699999999999996,0.3339999999999999,50,3,12,1,17,0.32,0.6799999999999999,32.0,12,10,12,0.9428090453147888,2.0
146,16.699999999999996,0.3339999999999999,50,3,11,1,16,0.32,0.6799999999999999,33.0,10,10,14,1.885617971420288,4.0
147,16.999999999999993,0.33999999999999986,50,3,12,1,17,0.3,0.7,32.0,11,10,14,1.699673056602478,4.0
148,16.849999999999994,0.3369999999999999,50,3,12,1,17,0.32,0.6799999999999999,30.0,13,8,13,2.357022523880005,5.0
149,16.849999999999994,0.3369999999999999,50,3,11,1,17,0.34,0.6599999999999999,34.0,10,12,11,0.8164966106414795,2.0
150,18.049999999999994,0.3609999999999999,50,3,12,1,17,0.36,0.64,31.0,10,10,12,0.9428090453147888,2.0
151,18.049999999999994,0.3609999999999999,50,3,11,1,17,0.38,0.62,27.0,12,9,10,1.2472190856933594,3.0
152,20.2,0.40399999999999997,50,3,11,1,16,0.22,0.78,72.0,15,11,13,1.632993221282959,4.0
153,20.2,0.40399999999999997,50,3,10,1,17,0.2,0.8,74.0,13,14,13,0.471404492855072,1.0
154,16.849999999999994,0.3369999999999999,50,3,13,1,17,0.4,0.6,35.0,9,11,10,0.8164966106414795,2.0
155,16.749999999999996,0.3349999999999999,50,3,12,1,17,0.3,0.7,34.0,10,11,14,1.699673056602478,4.0
156,20.2,0.40399999999999997,50,3,10,1,17,0.2,0.8,73.0,15,12,13,1.2472190856933594,3.0
157,20.200000000000003,0.4040000000000001,50,3,9,1,17,0.2,0.8,100.0,12,15,13,1.2472190856933594,3.0
158,18.999999999999996,0.37999999999999995,50,3,10,1,16,0.34,0.6599999999999999,34.0,14,9,10,2.1602468490600586,5.0
159,20.2,0.40399999999999997,50,3,9,1,17,0.22,0.78,75.0,14,14,11,1.4142135381698608,3.0
160,16.849999999999994,0.3369999999999999,50,3,12,1,17,0.34,0.6599999999999999,31.0,11,10,12,0.8164966106414795,2.0
161,20.2,0.40399999999999997,50,3,11,1,17,0.24,0.76,73.0,12,13,13,0.471404492855072,1.0
162,16.699999999999996,0.3339999999999999,50,3,12,1,17,0.34,0.6599999999999999,32.0,10,10,13,1.4142135381698608,3.0
163,20.4,0.408,50,3,12,1,17,0.26,0.74,71.0,14,10,13,1.699673056602478,4.0
164,17.049999999999994,0.34099999999999986,50,3,11,1,16,0.32,0.6799999999999999,26.0,11,10,13,1.247219204902649,3.0
165,17.749999999999996,0.3549999999999999,50,3,11,1,17,0.34,0.6599999999999999,31.0,10,13,10,1.4142135381698608,3.0
166,16.849999999999994,0.3369999999999999,50,3,9,1,17,0.32,0.6799999999999999,33.0,11,10,13,1.247219204902649,3.0
167,16.999999999999993,0.33999999999999986,50,3,11,1,17,0.32,0.6799999999999999,27.0,9,11,14,2.054804563522339,5.0
168,16.849999999999994,0.3369999999999999,50,3,11,1,17,0.3,0.7,32.0,10,11,14,1.699673056602478,4.0
169,16.849999999999994,0.3369999999999999,50,3,12,1,17,0.36,0.64,30.0,11,9,12,1.247219204902649,3.0
170,17.899999999999995,0.3579999999999999,50,3,12,1,17,0.34,0.6599999999999999,36.0,11,11,11,0.0,0.0
171,17.899999999999995,0.3579999999999999,50,3,12,1,19,0.3,0.7,36.0,13,9,13,1.885617971420288,4.0
172,16.999999999999993,0.33999999999999986,50,3,11,1,16,0.3,0.7,32.0,11,11,13,0.9428090453147888,2.0
173,20.2,0.40399999999999997,50,3,10,1,17,0.22,0.78,73.0,13,14,12,0.8164966106414795,2.0
174,20.2,0.40399999999999997,50,3,10,1,16,0.22,0.78,98.0,16,12,11,2.1602468490600586,5.0
175,16.699999999999996,0.3339999999999999,50,3,11,1,17,0.36,0.64,28.0,11,10,11,0.471404492855072,1.0
176,18.099999999999994,0.3619999999999999,50,3,12,1,19,0.3,0.7,38.0,13,9,13,1.885617971420288,4.0
177,17.899999999999995,0.3579999999999999,50,3,9,1,16,0.28,0.72,27.0,12,12,12,0.0,0.0
178,16.999999999999993,0.33999999999999986,50,3,11,1,17,0.34,0.6599999999999999,30.0,10,10,13,1.4142135381698608,3.0
179,17.899999999999995,0.3579999999999999,50,3,12,1,17,0.32,0.6799999999999999,22.0,11,10,13,1.247219204902649,3.0
180,20.2,0.40399999999999997,50,3,9,1,17,0.22,0.78,73.0,14,14,11,1.4142135381698608,3.0
181,20.2,0.40399999999999997,50,3,10,1,17,0.2,0.8,100.0,14,13,13,0.471404492855072,1.0
182,16.849999999999994,0.3369999999999999,50,3,10,1,17,0.32,0.6799999999999999,30.0,12,11,11,0.471404492855072,1.0
183,17.699999999999996,0.3539999999999999,50,3,9,1,18,0.3,0.7,30.0,12,11,12,0.471404492855072,1.0
184,18.7,0.374,50,3,13,1,17,0.28,0.72,29.0,12,11,13,0.8164966106414795,2.0
185,16.999999999999993,0.33999999999999986,50,3,12,1,17,0.34,0.6599999999999999,26.0,9,11,13,1.632993221282959,4.0
186,16.999999999999993,0.33999999999999986,50,3,11,1,17,0.3,0.7,31.0,10,12,13,1.247219204902649,3.0
187,20.2,0.40399999999999997,50,3,10,1,17,0.22,0.78,76.0,15,11,13,1.632993221282959,4.0
188,16.699999999999996,0.3339999999999999,50,3,12,1,17,0.36,0.64,31.0,11,9,12,1.247219204902649,3.0
189,17.049999999999994,0.34099999999999986,50,3,11,1,17,0.32,0.6799999999999999,34.0,9,11,14,2.054804563522339,5.0
190,17.899999999999995,0.3579999999999999,50,3,13,1,17,0.34,0.6599999999999999,33.0,10,12,11,0.8164966106414795,2.0
191,16.849999999999994,0.3369999999999999,50,3,11,1,16,0.34,0.6599999999999999,31.0,12,10,11,0.8164966106414795,2.0
192,18.999999999999996,0.37999999999999995,50,3,10,1,17,0.28,0.72,33.0,11,13,12,0.8164966106414795,2.0
193,18.049999999999994,0.3609999999999999,50,3,9,1,16,0.3,0.7,27.0,11,12,12,0.471404492855072,1.0
194,16.999999999999993,0.33999999999999986,50,3,12,1,17,0.38,0.62,28.0,9,10,12,1.247219204902649,3.0
195,17.749999999999996,0.3549999999999999,50,3,12,1,17,0.32,0.6799999999999999,32.0,10,12,12,0.9428090453147888,2.0
196,18.049999999999994,0.3609999999999999,50,3,12,1,17,0.32,0.6799999999999999,28.0,12,9,13,1.699673056602478,4.0
197,16.699999999999996,0.3339999999999999,50,3,11,1,19,0.32,0.6799999999999999,31.0,13,9,12,1.699673056602478,4.0
198,20.4,0.408,50,3,11,1,16,0.24,0.76,71.0,17,9,12,3.2998316287994385,8.0
199,16.699999999999996,0.3339999999999999,50,3,11,1,16,0.36,0.64,27.0,8,9,15,3.0912060737609863,7.0
200,20.2,0.40399999999999997,50,3,12,1,17,0.28,0.72,73.0,12,12,12,0.0,0.0
201,16.999999999999993,0.33999999999999986,50,3,12,1,17,0.34,0.6599999999999999,26.0,10,11,12,0.8164966106414795,2.0
202,16.999999999999993,0.33999999999999986,50,3,11,1,17,0.32,0.6799999999999999,29.0,12,9,13,1.699673056602478,4.0
203,17.5,0.35,50,3,10,1,16,0.32,0.6799999999999999,39.0,13,9,12,1.699673056602478,4.0
204,19.400000000000002,0.38800000000000007,50,3,8,1,17,0.24,0.76,48.0,11,15,12,1.699673056602478,4.0
205,17.899999999999995,0.3579999999999999,50,3,11,1,18,0.34,0.6599999999999999,27.0,11,11,11,0.0,0.0
206,17.749999999999996,0.3549999999999999,50,3,12,1,19,0.32,0.6799999999999999,31.0,11,11,12,0.471404492855072,1.0
207,16.699999999999996,0.3339999999999999,50,3,11,1,17,0.32,0.6799999999999999,33.0,9,12,13,1.699673056602478,4.0
208,16.849999999999994,0.3369999999999999,50,3,12,1,17,0.4,0.6,31.0,10,9,11,0.8164966106414795,2.0
209,16.999999999999993,0.33999999999999986,50,3,11,1,17,0.34,0.6599999999999999,28.0,11,9,13,1.632993221282959,4.0
210,18.049999999999994,0.3609999999999999,50,3,12,1,17,0.38,0.62,28.0,9,12,10,1.2472190856933594,3.0
211,17.899999999999995,0.3579999999999999,50,3,12,1,17,0.38,0.62,28.0,10,11,10,0.471404492855072,1.0
212,16.699999999999996,0.3339999999999999,50,3,12,1,17,0.34,0.6599999999999999,30.0,11,10,12,0.8164966106414795,2.0
213,20.2,0.40399999999999997,50,3,8,1,17,0.16,0.84,72.0,14,13,15,0.8164966106414795,2.0
214,18.049999999999994,0.3609999999999999,50,3,9,1,16,0.24,0.76,35.0,13,13,12,0.471404492855072,1.0
215,18.200000000000003,0.36400000000000005,50,3,9,1,16,0.22,0.78,43.0,13,13,13,0.0,0.0
216,17.749999999999996,0.3549999999999999,50,3,12,1,17,0.36,0.64,32.0,10,10,12,0.9428090453147888,2.0
217,20.2,0.40399999999999997,50,3,10,1,16,0.2,0.8,75.0,13,14,13,0.471404492855072,1.0
218,17.949999999999996,0.35899999999999993,50,3,10,1,16,0.36,0.64,37.0,11,10,11,0.471404492855072,1.0
219,20.2,0.40399999999999997,50,3,8,1,16,0.2,0.8,74.0,15,14,11,1.699673056602478,4.0
220,16.849999999999994,0.3369999999999999,50,3,10,1,16,0.3,0.7,29.0,11,12,12,0.471404492855072,1.0
221,16.699999999999996,0.3339999999999999,50,3,11,1,18,0.38,0.62,28.0,7,11,13,2.4944381713867188,6.0
222,20.2,0.40399999999999997,50,3,11,1,17,0.22,0.78,74.0,12,14,13,0.8164966106414795,2.0
223,16.999999999999993,0.33999999999999986,50,3,11,1,17,0.32,0.6799999999999999,29.0,13,9,12,1.699673056602478,4.0
224,16.999999999999993,0.33999999999999986,50,3,11,1,16,0.32,0.6799999999999999,29.0,11,11,12,0.471404492855072,1.0
225,16.849999999999994,0.3369999999999999,50,3,11,1,17,0.34,0.6599999999999999,31.0,9,10,14,2.1602468490600586,5.0
226,18.999999999999996,0.37999999999999995,50,3,10,1,17,0.26,0.74,33.0,12,12,13,0.471404492855072,1.0
227,17.65,0.353,50,3,11,1,16,0.26,0.74,38.0,17,7,13,4.109609603881836,10.0
228,16.699999999999996,0.3339999999999999,50,3,11,1,17,0.3,0.7,32.0,10,11,14,1.699673056602478,4.0
229,18.049999999999994,0.3609999999999999,50,3,11,1,17,0.32,0.6799999999999999,28.0,10,11,13,1.247219204902649,3.0
230,18.049999999999994,0.3609999999999999,50,3,12,1,17,0.34,0.6599999999999999,25.0,13,9,11,1.632993221282959,4.0
231,16.699999999999996,0.3339999999999999,50,3,9,1,17,0.3,0.7,31.0,11,11,13,0.9428090453147888,2.0
232,20.2,0.40399999999999997,50,3,11,1,19,0.24,0.76,73.0,15,11,12,1.699673056602478,4.0
