episode,reward,reward_per_step,steps,rooms,charges,full_coverage,full_coverage_step,time_in_C,time_out_C,min_battery,hab1_visits,hab2_visits,hab3_visits,room_std,room_spread,recharge_battery_mean,recharge_battery_min,recharge_battery_max,recharge_battery_std,first_recharge_step,recharge_gap_mean,recharge_gap_min,recharge_gap_max,recharge_from_hab1,recharge_from_hab2,recharge_from_hab3,recharge_from_other,mean_action_elapsed_s,episode_elapsed_s
43,2.5040811598300934,0.050081623196601865,50,2,11,0,,0.32,0.6799999999999999,100,21,0,13,8.653837203979492,21.0,100.0,100.0,100.0,0.0,4,4.6,3.0,9.0,8,0,3,0,0.0,0.0
44,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.26,0.74,100,25,0,12,10.208928108215332,25.0,100.0,100.0,100.0,0.0,7,4.555555555555555,3.0,8.0,7,0,3,0,0.0,0.0
45,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.24,0.76,100,26,0,12,10.624918937683105,26.0,100.0,100.0,100.0,0.0,5,5.0,2.0,13.0,6,0,3,0,0.0,0.0
46,2.6999995410442352,0.053999990820884705,50,2,8,0,,0.2,0.8,100,26,0,14,10.624918937683105,26.0,100.0,100.0,100.0,0.0,16,4.857142857142857,2.0,7.0,5,0,3,0,0.0,0.0
47,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.26,0.74,100,26,0,11,10.656244277954102,26.0,100.0,100.0,100.0,0.0,5,4.777777777777778,3.0,7.0,7,0,3,0,0.0,0.0
48,2.5040811598300934,0.050081623196601865,50,2,12,0,,0.3,0.7,100,20,0,15,8.49836540222168,20.0,100.0,100.0,100.0,0.0,7,3.8181818181818183,3.0,5.0,8,0,4,0,0.0,0.0
49,2.5040811598300934,0.050081623196601865,50,2,12,0,,0.28,0.72,100,21,0,15,8.83176040649414,21.0,100.0,100.0,100.0,0.0,4,4.181818181818182,2.0,13.0,7,0,5,0,0.0,0.0
50,2.6999995410442352,0.053999990820884705,50,2,10,0,,0.28,0.72,100,23,0,13,9.416297912597656,23.0,100.0,100.0,100.0,0.0,4,5.111111111111111,3.0,8.0,5,0,5,0,0.0,0.0
51,2.6999995410442352,0.053999990820884705,50,2,11,0,,0.3,0.7,100,22,0,13,9.030811309814453,22.0,100.0,100.0,100.0,0.0,5,4.5,2.0,11.0,7,0,4,0,0.0,0.0
52,2.6999995410442352,0.053999990820884705,50,2,11,0,,0.3,0.7,100,22,0,13,9.030811309814453,22.0,100.0,100.0,100.0,0.0,7,3.8,2.0,8.0,10,0,1,0,0.0,0.0
53,2.5040811598300934,0.050081623196601865,50,2,11,0,,0.28,0.72,100,24,0,12,9.797959327697754,24.0,100.0,100.0,100.0,0.0,4,4.1,2.0,12.0,8,0,3,0,0.0,0.0
54,2.5040811598300934,0.050081623196601865,50,2,7,0,,0.16,0.84,100,27,0,15,11.045360565185547,27.0,100.0,100.0,100.0,0.0,4,4.833333333333333,2.0,10.0,6,0,1,0,0.0,0.0
55,2.6999995410442352,0.053999990820884705,50,2,11,0,,0.38,0.62,100,17,0,14,7.408703804016113,17.0,100.0,100.0,100.0,0.0,4,4.2,2.0,9.0,10,0,1,0,0.0,0.0
56,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.26,0.74,100,27,0,10,11.145503044128418,27.0,100.0,100.0,100.0,0.0,8,4.444444444444445,2.0,8.0,7,0,3,0,0.0,0.0
57,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.28,0.72,100,23,0,13,9.416297912597656,23.0,100.0,100.0,100.0,0.0,7,4.777777777777778,2.0,13.0,7,0,3,0,0.0,0.0
58,2.6999995410442352,0.053999990820884705,50,2,13,0,,0.36,0.64,100,18,0,14,7.717224597930908,18.0,100.0,100.0,100.0,0.0,4,3.8333333333333335,2.0,7.0,11,0,2,0,0.0,0.0
59,2.5040811598300934,0.050081623196601865,50,2,13,0,,0.38,0.62,100,19,0,12,7.8457350730896,19.0,100.0,100.0,100.0,0.0,4,3.8333333333333335,2.0,6.0,9,0,4,0,0.0,0.0
60,2.5040811598300934,0.050081623196601865,50,2,10,0,,0.36,0.64,100,20,0,12,8.219218254089355,20.0,100.0,100.0,100.0,0.0,4,5.0,2.0,13.0,9,0,1,0,0.0,0.0
61,2.6999995410442352,0.053999990820884705,50,2,10,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,4,5.111111111111111,2.0,7.0,7,0,3,0,0.0,0.0
62,2.5040811598300934,0.050081623196601865,50,2,7,0,,0.2,0.8,100,28,0,12,11.469767570495605,28.0,100.0,100.0,100.0,0.0,4,6.833333333333333,3.0,18.0,4,0,3,0,0.0,0.0
63,2.5040811598300934,0.050081623196601865,50,2,8,0,,0.26,0.74,100,23,0,14,9.463379859924316,23.0,100.0,100.0,100.0,0.0,4,4.714285714285714,3.0,6.0,6,0,2,0,0.0,0.0
64,2.6999995410442352,0.053999990820884705,50,2,8,0,,0.24,0.76,100,23,0,15,9.53356647491455,23.0,100.0,100.0,100.0,0.0,5,5.714285714285714,2.0,17.0,6,0,2,0,0.0,0.0
65,2.5040811598300934,0.050081623196601865,50,2,9,0,,0.2,0.8,100,27,0,13,11.025223731994629,27.0,100.0,100.0,100.0,0.0,4,5.25,2.0,16.0,7,0,2,0,0.0,0.0
66,2.6999995410442352,0.053999990820884705,50,2,8,0,,0.22,0.78,100,23,0,16,9.626352310180664,23.0,100.0,100.0,100.0,0.0,4,6.571428571428571,3.0,14.0,7,0,1,0,0.0,0.0
67,2.6999995410442352,0.053999990820884705,50,2,10,0,,0.28,0.72,100,24,0,12,9.797959327697754,24.0,100.0,100.0,100.0,0.0,7,4.777777777777778,2.0,12.0,7,0,3,0,0.0,0.0
